date,soc_initial,soc_terminal,baseline_cost,settlement_cost,emergency_cost,total_cost,additive_cost,up_energy,down_energy,reversal_slots,forecast_mae
2025-02-01,6000.617755925953,6000.676978148175,20150.834922338767,20684.012283929624,222.47606419777046,20906.488348127394,20906.488348127394,575.3518861111056,0.0,12,87.28868586805554
2025-02-02,6000.676978148175,6000.727515925954,52541.75818479004,53371.55971916843,0.0,53371.55971916843,53803.37690826663,787.3377629611118,765.5318661282706,9,95.59367682870358
2025-02-03,6000.727515925954,6000.758250925954,55090.37007109793,54568.98133763858,188.46425300000024,54757.44559063858,56518.05840855079,240.98959666666622,2590.9636343393518,11,73.49157567129616
2025-02-04,6000.758250925954,6000.774576851878,56111.33936256427,55918.756742099315,0.0,55918.756742099315,58248.59873641509,701.687905342905,3158.2800672620515,8,107.91771462962949
2025-02-05,6000.774576851878,6000.783735000025,52833.7220073309,55236.876267458676,0.0,55236.876267458676,55606.41026650853,2394.5847552166592,497.13295346784895,20,92.89676606481467
2025-02-06,6000.783735000025,6000.785205000026,56999.738802448526,55355.27434235935,206.24167044833285,55561.51601280768,59354.67441561669,148.87054175000003,5390.146349292792,6,88.62962027777782
2025-02-07,6000.785205000026,6000.794927222248,20675.003062838776,20752.313730368536,0.0,20752.313730368536,21536.13261527071,529.2348368055548,1223.7616086248288,11,139.42303682870363
2025-02-08,6000.794927222248,6000.81014944447,18027.721797152968,19470.925662006808,0.0,19470.925662006808,19470.925662006808,1158.7225682777769,0.0,19,86.5726050231482
2025-02-09,6000.81014944447,6000.82858444447,53700.58947819163,55316.55160587209,0.0,55316.55160587209,55915.897432380596,1596.827245179755,1066.1397382201662,26,166.41526344907413
2025-02-10,6000.82858444447,6000.853661481507,50551.97369952621,50589.46580067756,311.70609974418437,50901.171900421745,52468.70578349557,633.0085193306111,2191.25753475027,22,109.9789416782408
2025-02-11,6000.853661481507,6000.883050370395,51751.2855939872,51163.58144246478,71.99145361111115,51235.57289607589,53226.26924481737,282.3281881166627,2551.3191904046585,10,62.955414097222274
2025-02-12,6000.883050370395,6000.918599444469,51525.58714746331,50920.514751364884,218.01451606666689,51138.52926743155,52858.81598660451,147.80140894444685,2418.3528886401223,14,68.36921449074066
2025-02-13,6000.918599444469,6000.968472777803,47393.17968671424,48800.66012794865,367.0593605500003,49167.71948849865,49769.0901498529,1403.8557138862338,1085.1039963601347,11,131.30671805555556
