date,slot,load_kw,actual_pv_kw,price,baseline_grid_kwh,adjusted_grid_kwh,charge_actual_kwh,discharge_actual_kwh,soc_actual_kwh,curtail_actual_kwh,emergency_kwh,revision_0,revision_6,revision_12,revision_18
2025-02-01,1,2532.1822,0.0,0.4248,422.0303666666667,422.0303666666667,0.0,0.0,6000.445342460231,0.0,0.0,422.0303666666667,nan,nan,nan
2025-02-01,2,2492.4439,0.0,0.4245,1136.014470294307,1136.014470294307,720.6071536276404,0.0,6648.991780725107,0.0,0.0,1136.014470294307,nan,nan,nan
2025-02-01,3,2464.3,0.0,0.4269,410.7166666666667,410.7166666666667,0.0,0.0,6648.991780725107,0.0,0.0,410.7166666666667,nan,nan,nan
2025-02-01,4,2581.7688,0.0,0.4272,430.29479999999995,430.29479999999995,0.0,0.0,6648.991780725107,0.0,0.0,430.29479999999995,nan,nan,nan
2025-02-01,5,2546.4635,0.0,0.4271,424.4105833333333,424.4105833333333,0.0,0.0,6648.991780725107,0.0,0.0,424.4105833333333,nan,nan,nan
2025-02-01,6,2436.31,0.0,0.4285,406.0516666666666,406.0516666666666,0.0,0.0,6648.991780725107,0.0,0.0,406.0516666666666,nan,nan,nan
2025-02-01,7,2620.5011,0.0,0.4311,436.7501833333333,436.7501833333333,0.0,0.0,6648.991780725107,0.0,0.0,436.7501833333333,nan,nan,nan
2025-02-01,8,2710.7861,0.0,0.4302,451.7976833333333,451.7976833333333,0.0,0.0,6648.991780725107,0.0,0.0,451.7976833333333,nan,nan,nan
2025-02-01,9,2676.48,0.0,0.4279,446.08,446.08,0.0,0.0,6648.991780725107,0.0,0.0,446.08,nan,nan,nan
2025-02-01,10,2830.598,0.0,0.4312,471.7663333333333,471.7663333333333,0.0,0.0,6648.991780725107,0.0,0.0,471.7663333333333,nan,nan,nan
2025-02-01,11,2688.1558,0.0,0.4333,448.02596666666665,448.02596666666665,0.0,0.0,6648.991780725107,0.0,0.0,448.02596666666665,nan,nan,nan
2025-02-01,12,2384.42,0.0,0.4311,397.4033333333333,397.4033333333333,0.0,0.0,6648.991780725107,0.0,0.0,397.4033333333333,nan,nan,nan
2025-02-01,13,2604.5438,0.0,0.4293,434.0906333333333,434.0906333333333,0.0,0.0,6648.991780725107,0.0,0.0,434.0906333333333,nan,nan,nan
2025-02-01,14,2943.3655,0.0,0.4324,490.5609166666666,490.5609166666666,0.0,0.0,6648.991780725107,0.0,0.0,490.5609166666666,nan,nan,nan
2025-02-01,15,3019.32,0.0,0.4367,503.22,503.22,0.0,0.0,6648.991780725107,0.0,0.0,503.22,nan,nan,nan
2025-02-01,16,2844.4369,0.0,0.4348,474.07281666666665,474.07281666666665,0.0,0.0,6648.991780725107,0.0,0.0,474.07281666666665,nan,nan,nan
2025-02-01,17,2768.3064,0.0,0.4335,461.38439999999997,461.38439999999997,0.0,0.0,6648.991780725107,0.0,0.0,461.38439999999997,nan,nan,nan
2025-02-01,18,2861.65,0.0,0.4357,476.94166666666666,476.94166666666666,0.0,0.0,6648.991780725107,0.0,0.0,476.94166666666666,nan,nan,nan
2025-02-01,19,2900.3973,0.0,0.4374,483.39955,483.39955,0.0,0.0,6648.991780725107,0.0,0.0,483.39955,nan,nan,nan
2025-02-01,20,2919.6115,0.0,0.4371,486.6019166666666,486.6019166666666,0.0,0.0,6648.991780725107,0.0,0.0,486.6019166666666,nan,nan,nan
2025-02-01,21,2993.09,0.0,0.4356,498.84833333333336,498.84833333333336,0.0,0.0,6648.991780725107,0.0,0.0,498.84833333333336,nan,nan,nan
2025-02-01,22,3109.8584,0.0,0.4353,518.3097333333333,518.3097333333333,0.0,0.0,6648.991780725107,0.0,0.0,518.3097333333333,nan,nan,nan
2025-02-01,23,3054.8008,0.0,0.436,509.13346666666666,509.13346666666666,0.0,0.0,6648.991780725107,0.0,0.0,509.13346666666666,nan,nan,nan
2025-02-01,24,2901.7,0.0,0.4378,483.6166666666666,483.6166666666666,0.0,0.0,6648.991780725107,0.0,0.0,483.6166666666666,nan,nan,nan
2025-02-01,25,2947.1208,0.0,0.4401,491.1868,491.1868,0.0,0.0,6648.991780725107,0.0,0.0,491.1868,nan,nan,nan
2025-02-01,26,3027.8717,0.0,0.4389,504.64528333333334,504.64528333333334,0.0,0.0,6648.991780725107,0.0,0.0,504.64528333333334,nan,nan,nan
2025-02-01,27,3033.47,0.0,0.4364,505.57833333333326,505.57833333333326,0.0,0.0,6648.991780725107,0.0,0.0,505.57833333333326,nan,nan,nan
2025-02-01,28,3019.3858,0.0,0.4393,503.23096666666663,503.23096666666663,0.0,0.0,6648.991780725107,0.0,0.0,503.23096666666663,nan,nan,nan
2025-02-01,29,3017.0819,0.0014,0.4422,502.84698333333336,502.84698333333336,0.0002333333333126575,0.0,6648.991990725107,0.0,0.0,502.84698333333336,nan,nan,nan
2025-02-01,30,2997.85,0.0,0.4395,499.64166666666665,499.64166666666665,0.0,0.0,6648.991990725107,0.0,0.0,499.64166666666665,nan,nan,nan
2025-02-01,31,2932.7015,0.0,0.4333,488.78358333333335,488.78358333333335,0.0,0.0,6648.991990725107,0.0,0.0,488.78358333333335,nan,nan,nan
2025-02-01,32,2991.1125,0.0199,0.4439,498.51875,498.51875,0.003316666666648871,0.0,6648.994975725107,0.0,0.0,498.51875,nan,nan,nan
2025-02-01,33,3175.34,0.0,0.4301,529.2233333333334,529.2233333333334,0.0,0.0,6648.994975725107,0.0,0.0,529.2233333333334,nan,nan,nan
2025-02-01,34,3284.4619,0.0,0.3713,1380.74365,1380.74365,833.3333333333333,0.0,7398.994975725107,0.0,0.0,1380.74365,nan,nan,nan
2025-02-01,35,3187.3644,0.2774,0.5708,0.0002140140705438195,0.0002140140705438195,0.0,531.1809526525961,6808.793917222222,0.0,0.0,0.0002140140705438195,nan,nan,nan
2025-02-01,36,3065.9,0.0,0.9099,0.0,0.0,0.0,510.98333333333335,6241.034657962963,0.0,0.0,0.0,nan,nan,nan
2025-02-01,37,3211.1231,0.0,0.9368,0.0,0.0,0.0,535.1871833333332,5646.382232037037,0.0,0.0,0.0,0.0,nan,nan
2025-02-01,38,3203.9961,3.8641,0.8758,0.0,0.0,0.0,533.3553333333333,5053.765195,0.0,0.0,0.0,0.0,nan,nan
2025-02-01,39,3027.12,0.0,0.8759,0.0,0.0,0.0,504.52,4493.187417222222,0.0,0.0,0.0,0.0,nan,nan
2025-02-01,40,3117.3221,0.0,0.8601,0.0,0.0,0.0,519.5536833333333,3915.905546851852,0.0,0.0,0.0,0.0,nan,nan
2025-02-01,41,3398.49,89.6095,0.8442,0.0,0.0,0.0,551.4800833333333,3303.149898703704,0.0,0.0,0.0,0.0,nan,nan
2025-02-01,42,3652.75,340.5,0.8334,0.0,402.73698116666606,0.0,149.30468550000057,3137.2558037037034,0.0,0.0,0.0,402.73698116666606,nan,nan
2025-02-01,43,3703.2843,615.936,0.8092,0.0,432.6872716666667,0.0,81.8707783333333,3046.288272222222,0.0,0.0,0.0,432.6872716666667,nan,nan
2025-02-01,44,3572.3788,884.9275,0.7972,0.0,410.86968833333333,0.0,37.03886166666666,3005.1339814814814,0.0,0.0,0.0,410.86968833333333,nan,nan
2025-02-01,45,3477.22,1140.675,0.7644,0.0,395.0098883333333,5.5857216666667,0.0,3010.1611309814816,0.0,0.0,0.0,395.0098883333333,nan,nan
2025-02-01,46,3654.0022,1388.0797,0.6899,0.0,424.47358833333334,46.81983833333334,0.0,3052.2989854814814,0.0,0.0,0.0,424.47358833333334,nan,nan
2025-02-01,47,3841.4201,1674.452,0.86,0.0,0.0,0.0,361.1613499999999,2651.0085965925928,0.0,0.0,0.0,0.0,nan,nan
2025-02-01,48,3803.65,2004.1125,1.1617,0.0,0.0,0.0,299.92291666666665,2317.7609114074075,0.0,0.0,0.0,0.0,nan,nan
2025-02-01,49,3545.4639,2332.1065,1.1683,0.0,0.0,0.0,202.22623333333345,2093.0650965925925,0.0,0.0,0.0,0.0,nan,nan
2025-02-01,50,3411.349,2632.5934,1.0956,0.0,0.0,0.0,129.79260000000002,1948.8510965925925,0.0,0.0,0.0,0.0,nan,nan
2025-02-01,51,3445.37,2927.6625,1.0849,0.0,0.0,0.0,86.28458333333333,1852.9793373333332,0.0,0.0,0.0,0.0,nan,nan
2025-02-01,52,3467.1139,3251.299,1.061,0.0,0.0,0.0,35.96915000000004,1813.013615111111,0.0,0.0,0.0,0.0,nan,nan
2025-02-01,53,3894.4802,3519.7566,1.043,0.0,0.0,0.0,62.453933333333396,1743.6203558518516,0.0,0.0,0.0,0.0,nan,nan
2025-02-01,54,4422.76,3731.7,1.036,0.0,0.0,0.0,115.17666666666668,1615.6462817777776,0.0,0.0,0.0,0.0,nan,nan
2025-02-01,55,4267.5205,3992.5758,1.0147,0.0,0.0,0.0,45.824116666666555,1564.7305965925925,0.0,0.0,0.0,0.0,nan,nan
2025-02-01,56,4190.1702,4378.3332,0.9922,0.0,0.0,31.360500000000002,0.0,1592.9550465925925,0.0,0.0,0.0,0.0,nan,nan
2025-02-01,57,4418.32,4788.525,0.97,0.0,0.0,61.70083333333332,0.0,1648.4857965925924,0.0,0.0,0.0,0.0,nan,nan
2025-02-01,58,4399.2754,5029.9241,0.9422,0.0,0.0,105.10811666666666,0.0,1743.0831015925924,0.0,0.0,0.0,0.0,nan,nan
2025-02-01,59,4182.7342,5203.9177,0.9569,0.0,0.0,170.19725000000005,0.0,1896.2606265925924,0.0,0.0,0.0,0.0,nan,nan
2025-02-01,60,4071.53,5364.1125,0.9977,0.0,0.0,215.4304166666666,0.0,2090.148001592592,0.0,0.0,0.0,0.0,nan,nan
2025-02-01,61,4268.5932,5471.099,0.9919,0.0,0.0,200.41763333333336,0.0,2270.523871592592,0.0,0.0,0.0,0.0,nan,nan
2025-02-01,62,4240.2423,5601.7634,0.9588,0.0,0.0,226.92018333333328,0.0,2474.752036592592,0.0,0.0,0.0,0.0,nan,nan
2025-02-01,63,4001.96,5755.3125,0.9549,0.0,0.0,292.22541666666666,0.0,2737.754911592592,0.0,0.0,0.0,0.0,nan,nan
