date,soc_initial,soc_terminal,baseline_cost,settlement_cost,emergency_cost,total_cost,additive_cost,up_energy,down_energy,reversal_slots,forecast_mae
2025-02-01,6000.472249869357,6000.531472091579,20623.88141729322,21044.632452983282,8346.20393515566,29390.83638813894,29390.83638813894,661.9709855967066,0.0,13,300.3107854166667
2025-02-02,6000.531472091579,6000.582009869358,52473.59662277742,53418.98549522596,11460.256544027898,64879.24203925386,65834.9852631653,1247.0376804423572,1576.5034195000046,6,281.3555861111111
2025-02-03,6000.582009869358,6000.619472276766,55026.69098901723,53946.12171488105,12345.087664147275,66291.20937902833,68452.3479273007,0.0,3088.6384604938303,15,249.68079722222225
2025-02-04,6000.619472276766,6000.63579820269,56045.49626018845,55099.3901496002,9259.159211689837,64358.54936129004,66250.76158246654,0.0,2750.9356268849383,8,212.0023833333333
2025-02-05,6000.63579820269,6000.644956350838,52740.98607320305,54427.11942779657,9898.668470758184,64325.78789855476,64445.770564964754,1822.5560395189354,195.90236666666692,10,228.4599270833333
2025-02-06,6000.644956350838,6000.646426350838,56810.75103696738,55082.35696992366,9045.976014149524,64128.33298407319,67585.12111816062,0.0,5054.209890191631,1,239.01040486111108
2025-02-07,6000.646426350838,6000.782648573062,21144.11932289126,20649.206760832156,3769.3642573966717,24418.571018228828,25408.39614234704,0.0,1545.6050230452706,0,247.23064166666666
2025-02-08,6000.782648573062,6000.99579672121,18787.697850819928,19429.71060525243,6452.615053579333,25882.32565883176,25882.32565883176,685.6402999999996,0.0,12,270.64735277777777
2025-02-09,6000.99579672121,6001.01423172121,53828.99727139235,55238.59434438367,2172.0950146378527,57410.689359021526,57682.455007044446,1478.2745491116602,369.58384156378514,16,248.99730555555553
2025-02-10,6001.01423172121,6001.039308758247,50509.65204715311,50756.14967280031,13904.448717697227,64660.59839049754,67038.26473092115,1268.6442002993358,3618.030807666772,24,300.1209041666666
2025-02-11,6001.039308758247,6001.041697647137,51584.1565396479,50366.60444258728,14838.467459350828,65205.07190193811,67640.17609605934,0.0,3245.7680046014716,11,270.49590902777777
2025-02-12,6001.041697647137,6001.077246721211,51594.47880676703,50405.728399083746,14652.650669234168,65058.37906831791,67435.8798836845,0.0,3330.142600141425,23,273.1817493055555
2025-02-13,6001.077246721211,6001.081580054546,47298.59845229424,48126.798258716706,16337.39071947501,64464.18897819171,66370.23454067374,1554.929795178748,2823.315202867466,8,308.05915138888895
2025-02-14,6001.081580054546,6001.140044263942,18580.43968611065,19342.20944320764,5207.955130717668,24550.164573925307,24550.832378871324,658.3544000000003,0.6765322115444405,7,266.4654222222223
2025-02-15,6001.140044263942,6002.040896115794,19071.54574211075,19099.207532555334,6515.983318204166,25615.1908507595,25842.673716737834,136.6412749999993,293.3280999999997,12,277.4688465277778
2025-02-16,6002.040896115794,6002.046136856536,52194.898627663875,50396.17005884427,14575.324831512236,64971.49489035651,68568.95202799572,0.0,5079.796378465779,18,289.09669513888883
2025-02-17,6002.046136856536,6002.052210930611,51249.072089670524,48622.89571713115,12422.302452421312,61045.19816955246,66297.55091463121,0.0,8082.44553198794,3,243.0935145833333
2025-02-18,6002.052210930611,6002.059229449129,45992.52042571812,48361.35484717301,8787.829301524205,57149.18414869721,57179.58286869722,2580.426151771638,46.05866666666657,0,234.7606534722222
2025-02-19,6002.059229449129,6002.066673893574,46682.3910601734,49425.13326904779,14026.690980075,63451.82424912279,63747.5278633729,2785.227538032784,513.1587358024715,1,330.8685638888889
