date,soc_initial,soc_terminal,baseline_cost,settlement_cost,emergency_cost,total_cost,additive_cost,up_energy,down_energy,reversal_slots,forecast_mae
2025-02-01,6026.174466188293,6026.233688410515,16210.558599279377,16698.183276745207,206.42674134443766,16904.610018089643,16904.610018089643,575.3518428274908,0.0,12,87.28868586805554
2025-02-02,6026.233688410515,6026.2848735957,57758.04162764613,58696.37095549182,379.59197977958286,59075.9629352714,59749.59340735029,852.1402802265878,877.0552711138943,8,95.59367682870358
2025-02-03,6026.2848735957,6026.322818040146,61816.37099703967,61111.40646018204,519.2758516212511,61630.68231180329,63837.829946019876,240.98959666666633,2487.9104291933572,12,73.49157567129616
2025-02-04,6026.322818040146,6026.3393550771825,63124.558668110825,62836.78627397239,171.6359294906953,63008.42220346309,65783.96653613404,699.1370864900177,3183.4746468720896,8,107.91771462962949
2025-02-05,6026.3393550771825,6026.348513225331,58975.53640037491,61980.64574202387,61.38890904166705,62042.03465106554,62464.82023203218,2394.5847552166624,484.7388542958827,21,92.89676606481467
2025-02-06,6026.348513225331,6026.350328040147,63949.26779167302,62134.68324401551,60.583891700000166,62195.26713571551,66847.68844104174,309.126209956227,5327.651239248231,6,88.62962027777782
2025-02-07,6026.350328040147,6026.360050262373,16550.399961946714,16818.167015948446,0.0,16818.167015948446,17769.60191401737,1003.9522181575874,2359.0782502914944,10,139.42303682870363
2025-02-08,6026.360050262373,6026.375272484595,14243.353801602068,15397.962787892517,0.0,15397.962787892517,15397.962787892517,1084.559499999997,0.0,19,80.82787113425928
2025-02-09,6026.375272484595,6026.393422484595,59603.021165067985,61194.678071144765,0.0,61194.678071144765,62029.732743206914,1390.6235185555722,1091.6811707904665,28,159.3756051273148
2025-02-10,6026.393422484595,6026.418499521633,54429.986248078465,54326.95707877412,355.9569048333341,54682.913983607454,56423.58378599849,505.68279508333427,2108.9430076075705,23,109.9789416782408
2025-02-11,6026.418499521633,6026.447888410523,56104.80840170134,55996.47741761132,250.30209054305573,56246.77950815437,59020.676204280004,825.2783438722198,3197.8011552709168,12,62.955414097222274
2025-02-12,6026.447888410523,6026.490509706819,55750.06867980141,54998.03237295231,252.4574584000002,55250.48983135231,57280.19564166382,147.8014089444473,2433.6593782382784,14,68.36921449074066
